HH Profile_ID,Referral Code,HH Profile_Status,Nb_Sub-profile_All,Nb_Sub-profile_Support,FirstOtp_Date,Registration_Date,Underwriting_Date,Update_Date,Completion_Date,Confirmation_Date,FirstOtp-Registration_Time,Registration-Underwriting_Time,Registration-Confirmation_Time,Registration-Calculation_Time,Calculation-Confirmation_Time,Scheme (AFF),AFF,Max Aff,Min Aff,EAS,Result,S01_Income,S02_Occupation,S03_Position,S04_School,S09_Electricity bill,S10_Nb_Members,S11_Phone brand,S13_Hospital,S15_Home ownership,S16_Urban type,S17_Residency,S18_Nb_Properties,S19_Private insurance,S20_Loan type,Q01_Income,Q02_Occupation,Q03_Position,RQ04_School,Q09_Electricity bill,Q10_Nb_Members,Q11_Phone brand,RQ13_Hospital,Q15_Home ownership,Q16_Urban type,RQ17_Residency,Q18_Properties,Q19_Private insurance,Q20_Loan type,Q23_Nb_Dependents,Q24_High treament cost
308,1BVK,CONFIRMED,4,2,29/01/2024 21:01,29/01/2024 21:23,29/01/2024 23:47,02/02/2024 12:15,02/02/2024 12:14,02/02/2024 12:15,00:22:22,02:23:20,86:51:39,86:50:44,00:00:55,Able to afford with PAP scheme C,3.5755873,5.1,0.1,1 (Very Low),1.69512,1,1.21,1.21,1,1.8,1.8,1.8,1.8,1.8,3.4,3.4,1.8,3.4,3.4,108,Lao động tự do,Không có / Chức vụ khác,Class 7,39.000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Có,Không có bất kỳ khoản vay nào,0,0
309,24QY175,CONFIRMED,3,2,28/01/2024 23:03,29/01/2024 22:09,29/01/2024 23:09,06/02/2024 13:14,06/02/2024 11:18,06/02/2024 13:14,23:06:06,00:59:57,183:04:45,181:08:46,01:55:59,Able to afford with PAP scheme C,13.332651,15.4,10.2,3 (Middle),3.60243,1,1.21,1.21,1,5,5.4,5.4,5.4,1.8,1.8,2.6,1,1,1,72,Khác,Không có / Chức vụ khác,Không,933.000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
310,1BVK,CONFIRMING,3,3,29/01/2024 21:20,29/01/2024 22:14,29/01/2024 23:06,03/02/2024 17:37,03/02/2024 17:37,,00:53:19,00:52:02,,115:23:02,,Able to afford with PAP scheme A,23.67473,30.4,20.3,5 (Upper),5.33413,3,3.63,3.63,3,6.2,6.6,6.6,6.6,3.8,5.4,5.4,3.8,5.4,5.4,336,Công chức nhà nước,Nhân viên,Class 7,730.000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Có,Không có bất kỳ khoản vay nào,0,0
311,12PTW,CONFIRMING,4,4,29/01/2024 13:38,30/01/2024 09:59,30/01/2024 12:05,06/02/2024 17:00,05/02/2024 10:48,,20:21:04,02:05:49,,144:48:29,,Able to afford with PAP scheme A,20.39843,30.4,20.3,5 (Upper),5.00975,2,2.42,2.42,2,6,6.4,6.8,6.8,2.8,4.4,5.2,5.2,5.2,5.2,182.4048,Làm nông,Không có / Chức vụ khác,Class 7,1.446.000,3,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào,0,0
313,28TN,CONFIRMED,3,3,30/01/2024 10:07,30/01/2024 11:10,30/01/2024 14:48,01/02/2024 11:05,01/02/2024 11:04,01/02/2024 11:05,01:02:58,03:38:06,47:54:56,47:53:36,00:01:20,Able to afford with PAP scheme C,5.0146117,5.1,0.1,1 (Very Low),1.98292,1,1.21,1.21,1,1.8,2.2,2.2,2.2,1.8,3.4,4.2,4.2,4.2,4.2,116.472,Công chức nhà nước,Nhân viên,Không,476.000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào,0,0
314,22CR,CONFIRMED,5,4,30/01/2024 10:24,30/01/2024 11:14,30/01/2024 14:11,31/01/2024 09:46,31/01/2024 09:45,31/01/2024 09:46,00:49:46,02:57:20,22:31:37,22:30:46,00:00:51,Able to afford with PAP scheme A,40.78379,65.4,30.4,6 (High),6.28535,4,4.84,4.84,4,7.2,6.8,7.2,7.2,4.8,6.4,7.2,5.6,7.2,7.8,443.46,Khác,Không có / Chức vụ khác,Class 7,779.000,>4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Có,"Có khoản vay mua nhà, mua ô tô",0,0
315,3QD108,CONFIRMED,5,2,30/01/2024 10:52,30/01/2024 11:17,30/01/2024 11:27,31/01/2024 14:43,31/01/2024 14:33,31/01/2024 14:37,00:25:32,00:09:44,27:19:57,27:15:16,00:04:41,Able to afford with PAP scheme C,5.9333835,10.2,5.1,2 (Low),2.16341,1,1.21,1.61,1,2.6,2.2,2.2,2.2,1,2.6,1.8,0.2,0.2,-0.4,73.2,Nhân viên văn phòng cho cty vừa và nhỏ,Quản lý cấp trung,Không,482.000,>4,Samsung / Vivo / OPPO,Class 4,Không,Class - Special / 1,Thuê Căn hộ chung cư,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí",0,0
316,12PTW,CONFIRMED,3,3,29/01/2024 21:16,30/01/2024 11:25,30/01/2024 15:26,05/02/2024 10:45,01/02/2024 11:59,01/02/2024 14:23,14:09:46,04:01:01,50:57:52,48:33:18,02:24:34,Able to afford with PAP scheme A,32.618347,65.4,30.4,6 (High),6.06096,3,3.63,3.63,3,7,7.4,7.8,7.8,3.8,3.8,4.6,4.6,6.2,6.2,264.8268,Khác,Không có / Chức vụ khác,Không,2.902.000,3,Apple,Class 4,Có,Class - 4 / 5,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Có,Không có bất kỳ khoản vay nào,0,0
317,23UBHCM,CONFIRMED,2,2,30/01/2024 11:03,30/01/2024 11:40,30/01/2024 12:08,05/02/2024 16:47,05/02/2024 16:23,05/02/2024 16:24,00:37:30,00:28:06,148:43:16,148:42:24,00:00:52,Able to afford with PAP scheme C,5.7841215,10.2,5.1,2 (Low),2.13414,1,1.21,1.21,1,1.8,2.6,2.6,2.6,1.8,3.4,3.4,3.4,3.4,3.4,105.534,Khác,Không có / Chức vụ khác,Class 7,264.000,2,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào,0,0
318,1BVK,CONFIRMED,4,3,30/01/2024 10:10,30/01/2024 12:02,30/01/2024 13:41,02/02/2024 14:21,02/02/2024 14:13,02/02/2024 14:20,01:51:33,01:38:56,74:18:50,74:11:46,00:07:04,Able to afford with PAP scheme A,25.8918,30.4,20.3,5 (Upper),5.55364,3,3.63,3.63,3,7,7,6.6,6.6,3.8,5.4,5.4,3.8,3.8,3.2,311.4192,Nhân viên văn phòng cho cty vừa và nhỏ,Không có / Chức vụ khác,Không,999.000,4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà của nhiều hộ gia đình,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí",0,0
319,1BVK,CONFIRMED,3,3,29/01/2024 16:21,30/01/2024 12:25,30/01/2024 16:48,31/01/2024 13:44,31/01/2024 12:32,31/01/2024 13:43,20:03:59,04:23:24,25:18:39,24:07:44,01:10:55,Able to afford with PAP scheme C,5.0877805,5.1,0.1,1 (Very Low),1.99756,1,1.21,1.21,1,1.8,2.2,2.6,2.6,1.8,1.8,1.8,0.2,0.2,-0.4,84,Nhân viên văn phòng cho cty vừa và nhỏ,Không có / Chức vụ khác,Không,319.000,3,Apple,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí",0,0
320,12PTW,CONFIRMED,5,5,30/01/2024 11:51,30/01/2024 12:26,30/01/2024 13:42,31/01/2024 15:28,31/01/2024 15:21,31/01/2024 15:28,00:34:28,01:16:46,27:02:12,26:55:41,00:06:31,Able to afford with PAP scheme B,16.750427,20.3,15.4,4 (Upper-Middle),4.2756,3,3.63,3.63,3,3.8,3.4,3.8,3.8,3.8,5.4,6.2,9.4,11,11,335.27424,Lao động tự do,Không có / Chức vụ khác,Không,432.000,>4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu hơn 2 ngôi nhà khác,Có,Không có bất kỳ khoản vay nào,0,0
323,22CR,CONFIRMED,4,2,26/01/2024 16:58,30/01/2024 13:37,30/01/2024 14:30,31/01/2024 21:24,31/01/2024 20:56,31/01/2024 21:24,92:38:59,00:52:54,31:46:43,31:18:34,00:28:09,Able to afford with PAP scheme C,12.115092,15.4,10.2,3 (Middle),3.36829,1,1.21,1.21,1,4.2,4.2,4.6,4.6,1.8,3.4,5,3.4,3.4,2.8,96,Bán buôn tự do,Không có / Chức vụ khác,Không,740.000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố lớn,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí",0,0
324,8TCI,CONFIRMED,3,3,30/01/2024 13:09,30/01/2024 13:58,30/01/2024 17:10,31/01/2024 13:45,31/01/2024 13:43,31/01/2024 13:45,00:48:27,03:12:36,23:46:48,23:45:09,00:01:39,Able to afford with PAP scheme A,>=65,>=65,>=65,8 (Very High),8.48046,5,6.05,6.45,5,9,9.4,9.4,10.2,5.8,7.4,8.2,6.6,6.6,6.6,481.9428,Nhân viên văn phòng cho cty vừa và nhỏ,Quản lý cấp trung,Class 7,960.000,3,Samsung / Vivo / OPPO,Class 2,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
326,3QD108,CONFIRMED,5,4,30/01/2024 10:16,30/01/2024 15:01,30/01/2024 17:03,02/02/2024 12:39,02/02/2024 11:58,02/02/2024 12:39,04:44:59,02:02:28,69:38:14,68:57:24,00:40:50,Able to afford with PAP scheme C,8.906295,10.2,5.1,2 (Low),2.74633,2,2.42,2.42,2,2.8,2.4,2,2,2.8,4.4,4.4,2.8,2.8,2.8,156,Khác,Không có / Chức vụ khác,Không,408.000,>4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
327,7TAHN,CONFIRMED,4,2,30/01/2024 13:58,30/01/2024 15:41,30/01/2024 17:06,01/02/2024 21:28,01/02/2024 18:17,01/02/2024 21:28,01:43:25,01:25:03,53:46:28,50:36:13,03:10:15,Able to afford with PAP scheme A,40.6064,65.4,30.4,6 (High),6.28047,3,3.63,3.63,3,7,7,7.4,8.2,3.8,5.4,6.2,6.2,6.2,5.6,254.00232,Công chức nhà nước,Không có / Chức vụ khác,Không,2.780.000,4,Apple,Class 2,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí",0,0
328,3QD108,CONFIRMED,4,4,29/01/2024 19:49,30/01/2024 17:05,30/01/2024 17:16,04/02/2024 19:01,04/02/2024 16:46,04/02/2024 19:01,21:15:54,00:11:23,121:56:08,119:41:14,02:14:54,Able to afford with PAP scheme C,3.5755873,5.1,0.1,1 (Very Low),1.69512,1,1.21,1.21,1,1.8,1.8,1.4,1.4,1.8,3.4,3.4,1.8,1.8,1.8,84,Lao động tự do,Không có / Chức vụ khác,Không,446.000,4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà tập thể,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
329,3QD108,CONFIRMED,3,3,30/01/2024 16:56,30/01/2024 17:57,30/01/2024 23:34,02/02/2024 11:51,02/02/2024 11:38,02/02/2024 11:51,01:01:24,05:36:37,65:54:18,65:41:16,00:13:02,Able to afford with PAP scheme B,14.943365,15.4,10.2,3 (Middle),3.91219,2,2.42,2.42,2,4.4,4.8,4.4,4.4,2.8,4.4,5.2,3.6,3.6,3.6,120,Khác,Không có / Chức vụ khác,Không,639.000,3,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
330,27DHYDHCM,CONFIRMED,4,4,29/01/2024 10:59,30/01/2024 18:36,30/01/2024 23:44,04/02/2024 09:01,04/02/2024 08:59,04/02/2024 09:01,31:37:08,05:07:52,110:25:11,110:23:23,00:01:48,Able to afford with PAP scheme A,>=65,>=65,>=65,11 (Very High),11.7268,6,7.26,7.66,10.8,14.8,14.8,14.8,15.2,6.8,8.4,9.2,7.6,9.2,9.2,1246.992,Nhân viên văn phòng cho cty vừa và nhỏ,Quản lý cấp trung,Class 2,1.090.000,4,Samsung / Vivo / OPPO,Class 3,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Có,Không có bất kỳ khoản vay nào,0,0
331,23UBHCM,CONFIRMED,4,2,30/01/2024 16:11,30/01/2024 19:02,30/01/2024 23:40,31/01/2024 13:53,31/01/2024 13:44,31/01/2024 13:53,02:50:36,04:37:51,18:50:40,18:42:31,00:08:09,Able to afford with PAP scheme C,2.5511951,5.1,0.1,1 (Very Low),1.49024,1,1.21,1.21,1,1.8,1.8,1.4,1.4,1,1,0.2,-1.4,-1.4,-2,60,Lao động tự do,Không có / Chức vụ khác,Class 7,247.000,4,"Khác (Xiaomi, Realme, ...)",Class 4,Không,Class - 4 / 5,Thuê Nhà của nhiều hộ gia đình,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí",0,0
332,27DHYDHCM,CONFIRMED,3,3,30/01/2024 18:12,30/01/2024 19:05,30/01/2024 19:34,07/02/2024 14:49,07/02/2024 10:49,07/02/2024 14:49,00:52:56,00:28:46,187:43:45,183:44:05,03:59:40,Able to afford with PAP scheme A,>=65,>=65,>=65,7 (Very High),7.91705,5,5.2,5.6,5,9,9.4,9.4,9.8,5.8,5.8,6.6,5,5,5.6,492,"Nhân viên văn phòng cho cty lớn, doanh nghiệp đa quốc gia",Quản lý cấp trung,Không,2.101.000,3,Samsung / Vivo / OPPO,Class 3,Có,Class - 4 / 5,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản vay mua nhà, mua ô tô",0,0
333,7TAHN,CONFIRMED,2,2,30/01/2024 21:30,30/01/2024 21:46,30/01/2024 23:38,07/02/2024 18:10,07/02/2024 09:57,07/02/2024 18:10,00:15:22,01:51:54,188:24:18,180:11:28,08:12:50,Able to afford with PAP scheme B,16.905811,20.3,15.4,4 (Upper-Middle),4.30731,2,2.42,2.42,2,2.8,3.6,3.6,4.4,2.8,4.4,12.4,10.8,10.8,10.8,162,Lao động tự do,Không có / Chức vụ khác,Class 7,162.000,2,Samsung / Vivo / OPPO,Class 2,Có,Class - Special / 1,Sở hữu Nhà phố khu khép kín,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
334,18UBNA,CONFIRMED,4,4,25/01/2024 16:03,30/01/2024 23:58,31/01/2024 09:08,31/01/2024 16:10,31/01/2024 16:02,31/01/2024 16:10,127:54:24,09:09:48,16:11:57,16:04:32,00:07:25,Able to afford with PAP scheme C,13.877998,15.4,10.2,3 (Middle),3.70731,2,2.42,2.42,2,4.4,4.4,4.8,4.8,2.8,2.8,2.8,1.2,1.2,1.2,146.8572,Khác,Không có / Chức vụ khác,Class 7,637.000,4,Apple,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
335,22CR,CONFIRMED,2,2,31/01/2024 07:26,31/01/2024 09:17,31/01/2024 10:10,31/01/2024 16:05,31/01/2024 16:04,31/01/2024 16:05,01:51:48,00:53:04,06:47:47,06:46:37,00:01:10,Able to afford with PAP scheme C,13.091656,15.4,10.2,3 (Middle),3.55609,2,2.42,2.42,2,3.6,4.4,4,4,2,3.6,2.8,1.2,2.8,2.2,228,Khác,Nhân viên,Class 7,569.000,2,"Khác (Xiaomi, Realme, ...)",Class 4,Không,Class - Special / 1,Thuê Phòng trọ,Không sở hữu ngôi nhà thứ hai,Có,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí",0,0
336,1BVK,CONFIRMING,4,4,30/01/2024 16:20,31/01/2024 10:01,31/01/2024 10:12,07/02/2024 10:11,07/02/2024 09:50,,17:40:49,00:11:26,,167:49:39,,Able to afford with PAP scheme A,>=65,>=65,>=65,7 (Very High),7.74144,4,4.84,4.84,4.8,8.8,8.8,9.2,9.2,4.8,6.4,7.2,10.4,12,12,394.8,Công chức nhà nước,Không có / Chức vụ khác,Class 5,1.320.000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu hơn 2 ngôi nhà khác,Có,Không có bất kỳ khoản vay nào,0,0
338,23UBHCM,CONFIRMED,5,4,31/01/2024 10:07,31/01/2024 11:09,31/01/2024 11:29,02/02/2024 14:54,02/02/2024 14:47,02/02/2024 14:54,01:01:09,00:20:01,51:45:20,51:38:43,00:06:37,Able to afford with PAP scheme C,8.209709,10.2,5.1,2 (Low),2.60975,2,2.42,2.42,2,2.8,2.4,2.8,2.8,2.8,2.8,2.8,1.2,1.2,1.2,192,Lao động tự do,Không có / Chức vụ khác,Class 7,351.000,>4,Apple,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
339,23UBHCM,CONFIRMED,5,1,31/01/2024 08:00,31/01/2024 11:13,31/01/2024 11:26,31/01/2024 18:11,31/01/2024 17:52,31/01/2024 18:11,03:12:40,00:13:33,06:57:54,06:39:45,00:18:09,Able to afford with PAP scheme C,2.8926592,5.1,0.1,1 (Very Low),1.55853,1,1.21,1.21,1,1.8,1.8,1.8,1.8,1.8,1.8,1.8,0.2,0.2,-0.4,99.20664,Công chức nhà nước,Nhân viên,Class 7,348.000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Có khoản vay tiêu dùng,0,0
340,30HMSG,CONFIRMED,5,3,25/01/2024 11:09,31/01/2024 11:39,31/01/2024 15:26,01/02/2024 11:18,01/02/2024 11:16,01/02/2024 11:18,144:30:15,03:47:03,23:38:41,23:36:58,00:01:43,Able to afford with PAP scheme B,14.562897,15.4,10.2,3 (Middle),3.83902,1,1,1,1,5,4.6,5,5.8,1.8,3.4,2.6,1,1,1,60,Nội trợ,Không có / Chức vụ khác,Không,898.000,>4,Apple,Class 2,Có,Class - Special / 1,Sở hữu Căn hộ chung cư,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
341,1BVK,CONFIRMED,3,3,31/01/2024 11:38,31/01/2024 12:09,31/01/2024 15:20,07/02/2024 10:23,06/02/2024 11:22,07/02/2024 10:23,00:30:47,03:11:20,166:14:37,143:13:12,23:01:25,Able to afford with PAP scheme C,9.677514,10.2,5.1,2 (Low),2.89755,2,2.42,2.42,2,2.8,3.2,2.8,2.8,2,3.6,3.6,2,2,1.4,223.2,Lao động tự do,Nhân viên,Không,220.000,3,"Khác (Xiaomi, Realme, ...)",Class 4,Không,Class - Special / 1,Thuê Căn hộ tầm trung,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí",0,0
342,12PTW,CONFIRMED,3,1,31/01/2024 11:34,31/01/2024 12:10,31/01/2024 15:17,02/02/2024 14:04,01/02/2024 16:50,01/02/2024 16:51,00:36:11,03:06:45,28:41:10,28:40:09,00:01:01,Able to afford with PAP scheme C,6.903632,10.2,5.1,2 (Low),2.35365,1,1.21,1.21,1.8,2.6,3,3,3,1.8,3.4,3.4,1.8,1.8,2.4,72,Khác,Không có / Chức vụ khác,Class 5,212.000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Có khoản vay khác,0,0
343,34NDGD,CONFIRMED,3,2,31/01/2024 12:04,31/01/2024 12:19,31/01/2024 12:26,02/02/2024 12:37,02/02/2024 11:48,02/02/2024 12:36,00:15:16,00:07:25,48:17:29,47:29:21,00:48:08,Able to afford with PAP scheme B,16.893835,20.3,15.4,4 (Upper-Middle),4.30486,3,3.63,3.63,3,3.8,4.2,4.6,4.6,3.8,5.4,6.2,4.6,4.6,4.6,280.8,Công chức nhà nước,Nhân viên,Class 7,350.000,3,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
344,23UBHCM,CONFIRMED,2,1,31/01/2024 12:16,31/01/2024 12:26,31/01/2024 14:01,31/01/2024 18:38,31/01/2024 18:35,31/01/2024 18:38,00:09:09,01:35:41,06:12:12,06:09:34,00:02:38,Able to afford with PAP scheme B,17.013384,20.3,15.4,4 (Upper-Middle),4.32926,1,1.21,1.21,1.4,5.4,6.2,6.6,6.6,1.8,3.4,3.4,1.8,1.8,1.2,48,Bán buôn tự do,Không có / Chức vụ khác,Class 6,1.021.000,2,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí",0,0
345,23UBHCM,CONFIRMED,4,3,31/01/2024 09:09,31/01/2024 12:29,31/01/2024 13:45,02/02/2024 10:17,02/02/2024 09:55,02/02/2024 10:17,03:20:29,01:15:43,45:47:34,45:26:23,00:21:11,Able to afford with PAP scheme B,17.527266,20.3,15.4,4 (Upper-Middle),4.43414,2,2.42,2.42,2,6,6,6,6,2,3.6,2.8,1.2,1.2,1.2,212.982,Nhân viên văn phòng cho cty vừa và nhỏ,Không có / Chức vụ khác,Không,1.212.000,4,Samsung / Vivo / OPPO,Class 4,Không,Class - Special / 1,Thuê Nhà của nhiều hộ gia đình,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
347,23UBHCM,CONFIRMED,4,4,31/01/2024 13:57,31/01/2024 14:10,31/01/2024 15:08,01/02/2024 10:23,01/02/2024 10:02,01/02/2024 10:22,00:13:03,00:58:02,20:12:32,19:52:15,00:20:17,Able to afford with PAP scheme C,8.906295,10.2,5.1,2 (Low),2.74633,2,2.42,2.42,2,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,4.4,4.4,204,Lao động tự do,Không có / Chức vụ khác,Class 7,353.000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Có,Không có bất kỳ khoản vay nào,0,0
348,18UBNA,CONFIRMING,5,2,31/01/2024 13:51,31/01/2024 14:30,31/01/2024 14:54,02/02/2024 11:40,02/02/2024 11:40,,00:39:12,00:23:38,,45:10:10,,Able to afford with PAP scheme C,2.8926592,5.1,0.1,1 (Very Low),1.55853,1,1.21,1.21,1,1.8,1.4,1.8,1.8,1.8,1.8,1.8,0.2,0.2,0.2,12,Lao động tự do,Không có / Chức vụ khác,Class 7,117.000,>4,Apple,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
349,3QD108,CONFIRMED,6,2,31/01/2024 10:34,31/01/2024 14:48,31/01/2024 15:01,01/02/2024 11:57,01/02/2024 11:51,01/02/2024 11:57,04:13:43,00:12:48,21:09:20,21:02:56,00:06:24,Able to afford with PAP scheme C,9.56558,10.2,5.1,2 (Low),2.8756,1,1.21,1.21,1,4.2,3.8,3.4,3.4,1.8,1.8,1.8,0.2,0.2,0.2,99.5904,Lao động tự do,Không có / Chức vụ khác,Không,763.000,>4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
350,3QD108,CONFIRMED,4,4,29/01/2024 12:55,31/01/2024 15:34,31/01/2024 16:03,05/02/2024 09:01,05/02/2024 08:53,05/02/2024 09:01,50:38:56,00:28:18,113:26:27,113:18:29,00:07:58,Able to afford with PAP scheme C,8.906295,10.2,5.1,2 (Low),2.74633,2,2.42,2.42,2,2.8,2.8,2.8,2.8,2.8,4.4,4.4,2.8,2.8,2.8,229.99044,Nhân viên văn phòng cho cty vừa và nhỏ,Nhân viên,Không,216.000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
351,14HN,CONFIRMED,4,2,30/01/2024 11:38,31/01/2024 16:33,31/01/2024 16:47,01/02/2024 11:09,01/02/2024 10:10,01/02/2024 11:08,28:55:28,00:13:30,18:35:20,17:36:57,00:58:23,Able to afford with PAP scheme C,12.901432,15.4,10.2,3 (Middle),3.51951,1,1.21,1.21,1,5,5,4.6,4.6,1.8,3.4,4.2,2.6,2.6,2,90,Khác,Không có / Chức vụ khác,Class 7,939.000,4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí",0,0
352,1BVK,CONFIRMING,3,1,31/01/2024 15:43,31/01/2024 16:40,31/01/2024 16:42,06/02/2024 17:00,05/02/2024 08:47,,00:57:24,00:02:17,,112:06:51,,Able to afford with PAP scheme C,3.990219,5.1,0.1,1 (Very Low),1.77804,1,1.21,1.21,1,1.8,2.2,2.2,2.2,1.8,1.8,1.8,0.2,0.2,-0.4,48,Khác,Không có / Chức vụ khác,Class 7,208.000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí",0,0
353,5VMHN,CONFIRMED,4,1,30/01/2024 18:22,31/01/2024 18:06,31/01/2024 18:09,02/02/2024 11:22,02/02/2024 11:17,02/02/2024 11:22,23:43:38,00:03:03,41:16:05,41:11:34,00:04:31,Able to afford with PAP scheme C,11.924848,15.4,10.2,3 (Middle),3.3317,1,1,1,1,3.4,3.4,3.4,5,1,2.6,1.8,0.2,0.2,0.2,93.4896,Nghỉ hưu,Không có / Chức vụ khác,Không,638.000,4,Samsung / Vivo / OPPO,Class 1,Không,Class - Special / 1,Thuê Nhà của nhiều hộ gia đình,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
